,throttle,steer,pitch,yaw,roll,jump,boost,handbrake
1,,,,,,False,False,
2,,,,,,False,False,
3,,,,,,False,False,
4,,,,,,False,False,
5,,,,,,False,False,
6,,,,,,False,False,
7,,,,,,False,False,
8,,,,,,False,False,
9,,,,,,False,False,
10,,,,,,False,False,
11,,,,,,False,False,
12,,,,,,False,False,
13,,,,,,False,False,
14,,,,,,False,False,
15,,,,,,False,False,
16,,,,,,False,False,
17,,,,,,False,False,
18,,,,,,False,False,
19,,,,,,False,False,
20,,,,,,False,False,
21,,,,,,False,False,
22,,,,,,False,False,
23,,,,,,False,False,
24,,,,,,False,False,
25,,,,,,False,False,
26,,,,,,False,False,
27,,,,,,False,False,
28,,,,,,False,False,
29,,,,,,False,False,
30,,,,,,False,False,
31,,,,,,False,False,
32,,,,,,False,False,
33,,,,,,False,False,
34,,,,,,False,False,
35,,,,,,False,False,
36,,,,,,False,False,
37,,,,,,False,False,
38,,,,,,False,False,
39,,,,,,False,False,
40,,,,,,False,False,
41,,,,,,False,False,
42,,,,,,False,False,
43,,,,,,False,False,
44,,,,,,False,False,
45,,,,,,False,False,
46,,,,,,False,False,
47,,,,,,False,False,
48,,,,,,False,False,
49,,,,,,False,False,
50,,,,,,False,False,
51,,,,,,False,False,
52,,,,,,False,False,
53,,,,,,False,False,
54,,,,,,False,False,
55,,,,,,False,False,
56,,,,,,False,False,
57,,,,,,False,False,
58,,,,,,False,False,
59,,,,,,False,False,
60,,,,,,False,False,
61,,,,,,False,False,
62,,,,,,False,False,
63,,,,,,False,False,
64,,,,,,False,False,
65,,,,,,False,False,
66,,,,,,False,False,
67,,,,,,False,False,
68,,,,,,False,False,
69,,,,,,False,False,
70,,,,,,False,False,
71,,,,,,False,False,
72,,,,,,False,False,
73,,,,,,False,False,
74,,,,,,False,False,
75,,,,,,False,False,
76,,,,,,False,False,
77,,,,,,False,False,
78,,,,,,False,False,
79,,,,,,False,False,
80,,,,,,False,False,
81,,,,,,False,False,
82,,,,,,False,False,
83,,,,,,False,False,
84,,,,,,False,False,
85,,,,,,False,False,
86,,,,,,False,False,
87,,,,,,False,False,
88,,,,,,False,False,
89,,,,,,False,False,
90,,,,,,False,False,
91,,,,,,False,False,
92,,,,,,False,False,
93,,,,,,False,False,
94,,,,,,False,False,
95,,,,,,False,False,
96,0.421875,,,,,False,False,
97,0.734375,,,,,False,False,
98,0.90625,,,,,False,False,
99,0.9921875,,,,,False,False,
100,0.9921875,,,,,False,False,
101,0.9921875,,,,,False,False,
102,0.9921875,,,,,False,False,
103,0.9921875,,,,,False,False,
104,0.9921875,,,,,False,False,
105,0.9921875,,,,,False,False,
106,0.9921875,,,,,False,False,
107,0.9921875,,,,,False,False,
108,0.9921875,,,,,False,False,
109,0.9921875,,,,,False,False,
110,0.9921875,,,,,False,False,
