,throttle,steer,pitch,yaw,roll,jump,boost,handbrake
1,,,,,,False,False,
2,,,,,,False,False,
3,,,,,,False,False,
4,,,,,,False,False,
5,,,,,,False,False,
6,,,,,,False,False,
7,,,,,,False,False,
8,,,,,,False,False,
9,,,,,,False,False,
10,,,,,,False,False,
11,,,,,,False,False,
12,,,,,,False,False,
13,,,,,,False,False,
14,,,,,,False,False,
15,,,,,,False,False,
16,,,,,,False,False,
17,,,,,,False,False,
18,,,,,,False,False,
19,,,,,,False,False,
20,,,,,,False,False,
21,,,,,,False,False,
22,,,,,,False,False,
23,,,,,,False,False,
24,,,,,,False,False,
25,,,,,,False,False,
26,,,,,,False,False,
27,,,,,,False,False,
28,,,,,,False,False,
29,,,,,,False,False,
30,,,,,,False,False,
31,,,,,,False,False,
32,,,,,,False,False,
33,,,,,,False,False,
34,,,,,,False,False,
35,,,,,,False,False,
36,,,,,,False,False,
37,,,,,,False,False,
38,,,,,,False,False,
39,,,,,,False,False,
40,,,,,,False,False,
41,,,,,,False,False,
42,,,,,,False,False,
43,,,,,,False,False,
44,,,,,,False,False,
45,,,,,,False,False,
46,,,,,,False,False,
47,,,,,,False,False,
48,,,,,,False,False,
49,,,,,,False,False,
50,,,,,,False,False,
51,,,,,,False,False,
52,,0.0390625,,,,False,False,
53,,0.0390625,,,,False,False,
54,,0.4765625,,,,False,False,
55,,0.4765625,,,,False,False,
56,,1.0,,,,False,False,
57,0.4921875,1.0,,,,False,False,
58,0.4921875,1.0,,,,False,False,
59,0.734375,1.0,,,,False,False,
60,0.734375,1.0,,,,False,False,
61,0.859375,1.0,,,,False,False,
62,0.859375,1.0,,,,False,False,
63,0.9140625,1.0,,,,False,False,
64,0.9453125,1.0,,,,False,False,
65,0.9453125,1.0,,,,False,False,
66,0.953125,1.0,,,,False,False,
67,0.953125,1.0,,,,False,False,
68,0.953125,1.0,,,,False,False,
69,0.9609375,1.0,,,,False,False,
70,0.9609375,1.0,,,,False,False,
71,0.953125,1.0,,,,False,False,
72,0.953125,1.0,,,,False,False,
73,0.9453125,1.0,,,,False,False,
74,0.9453125,1.0,,,,False,False,
75,0.9375,1.0,,,,False,False,
76,0.9375,1.0,,,,False,False,
77,0.9453125,1.0,,,,False,False,
78,0.9453125,1.0,,,,False,False,
79,0.953125,1.0,,,,False,False,
80,0.953125,1.0,,,,False,False,
81,0.96875,1.0,,,,False,False,
82,0.96875,1.0,,,,False,False,
83,0.96875,1.0,,,,False,False,True
84,0.96875,1.0,,,,False,False,False
85,0.96875,1.0,,,,False,False,False
86,0.96875,1.0,,,,False,False,False
87,0.9921875,1.0,,,,False,True,False
88,0.9921875,1.0,,,,False,True,False
89,0.9921875,1.0,,,,False,True,False
90,0.9921875,1.0,,,,False,True,False
91,0.9921875,1.0,,,,False,True,False
92,0.9921875,1.0,,,,False,True,False
